# 143GHz 217GHz 353GHz
9.399456977844238281e-01 9.708179235458374023e-01 9.696363210678100586e-01
9.396524429321289062e-01 9.706783890724182129e-01 9.694896936416625977e-01
9.393585920333862305e-01 9.705385565757751465e-01 9.693427681922912598e-01
9.390640854835510254e-01 9.703984260559082031e-01 9.691955447196960449e-01
9.387689828872680664e-01 9.702579379081726074e-01 9.690480232238769531e-01
9.384732842445373535e-01 9.701171517372131348e-01 9.689001441001892090e-01
9.381769299507141113e-01 9.699760675430297852e-01 9.687520265579223633e-01
9.378799796104431152e-01 9.698346257209777832e-01 9.686034917831420898e-01
9.375823736190795898e-01 9.696928858757019043e-01 9.684547781944274902e-01
9.372841715812683105e-01 9.695508480072021484e-01 9.683056473731994629e-01
9.369853734970092773e-01 9.694084525108337402e-01 9.681562781333923340e-01
9.366859793663024902e-01 9.692657589912414551e-01 9.680065512657165527e-01
9.363859891891479492e-01 9.691227674484252930e-01 9.678565263748168945e-01
9.360853433609008789e-01 9.689794182777404785e-01 9.677062034606933594e-01
9.357841014862060547e-01 9.688357710838317871e-01 9.675555825233459473e-01
9.354822635650634766e-01 9.686917662620544434e-01 9.674046635627746582e-01
9.351798295974731445e-01 9.685475230216979980e-01 9.672533869743347168e-01
9.348767399787902832e-01 9.684029221534729004e-01 9.671018719673156738e-01
9.345731139183044434e-01 9.682580232620239258e-01 9.669499397277832031e-01
9.342688322067260742e-01 9.681127667427062988e-01 9.667977690696716309e-01
9.339639544486999512e-01 9.679672718048095703e-01 9.666453003883361816e-01
9.336584806442260742e-01 9.678213596343994141e-01 9.664925336837768555e-01
9.333524107933044434e-01 9.676752090454101562e-01 9.663394093513488770e-01
9.330457448959350586e-01 9.675287008285522461e-01 9.661860466003417969e-01
9.327384829521179199e-01 9.673818945884704590e-01 9.660323262214660645e-01
9.324306249618530273e-01 9.672347903251647949e-01 9.658783078193664551e-01
9.321221113204956055e-01 9.670873880386352539e-01 9.657239913940429688e-01
9.318130612373352051e-01 9.669396281242370605e-01 9.655693769454956055e-01
9.315034151077270508e-01 9.667915701866149902e-01 9.654144644737243652e-01
9.311931729316711426e-01 9.666431546211242676e-01 9.652592539787292480e-01
9.308822751045227051e-01 9.664945006370544434e-01 9.651036858558654785e-01
9.305708408355712891e-01 9.663454890251159668e-01 9.649478793144226074e-01
9.302588105201721191e-01 9.661961197853088379e-01 9.647917151451110840e-01
9.299461245536804199e-01 9.660465121269226074e-01 9.646352529525756836e-01
9.296329617500305176e-01 9.658965468406677246e-01 9.644785523414611816e-01
9.293191432952880859e-01 9.657463431358337402e-01 9.643214344978332520e-01
9.290047287940979004e-01 9.655957221984863281e-01 9.641640782356262207e-01
9.286897182464599609e-01 9.654448628425598145e-01 9.640064239501953125e-01
9.283741712570190430e-01 9.652936458587646484e-01 9.638484716415405273e-01
9.280579686164855957e-01 9.651421308517456055e-01 9.636901617050170898e-01
9.277412295341491699e-01 9.649903178215026855e-01 9.635316133499145508e-01
9.274238944053649902e-01 9.648382067680358887e-01 9.633727669715881348e-01
9.271059632301330566e-01 9.646857380867004395e-01 9.632135629653930664e-01
9.267874956130981445e-01 9.645329713821411133e-01 9.630541205406188965e-01
9.264683723449707031e-01 9.643799066543579102e-01 9.628943204879760742e-01
9.261487126350402832e-01 9.642264842987060547e-01 9.627342820167541504e-01
9.258284568786621094e-01 9.640728235244750977e-01 9.625738859176635742e-01
9.255076050758361816e-01 9.639188051223754883e-01 9.624131917953491211e-01
9.251861572265625000e-01 9.637644886970520020e-01 9.622521996498107910e-01
9.248642325401306152e-01 9.636098742485046387e-01 9.620909094810485840e-01
9.245416522026062012e-01 9.634549021720886230e-01 9.619293808937072754e-01
9.242184758186340332e-01 9.632996320724487305e-01 9.617674350738525391e-01
9.238947629928588867e-01 9.631440639495849609e-01 9.616053104400634766e-01
9.235704541206359863e-01 9.629881978034973145e-01 9.614427685737609863e-01
9.232456088066101074e-01 9.628320336341857910e-01 9.612800478935241699e-01
9.229201674461364746e-01 9.626755118370056152e-01 9.611169695854187012e-01
9.225941300392150879e-01 9.625186920166015625e-01 9.609535336494445801e-01
9.222674965858459473e-01 9.623615741729736328e-01 9.607898592948913574e-01
9.219403862953186035e-01 9.622041583061218262e-01 9.606258869171142578e-01
9.216126203536987305e-01 9.620463848114013672e-01 9.604616165161132812e-01
9.212843179702758789e-01 9.618883132934570312e-01 9.602970480918884277e-01
9.209554791450500488e-01 9.617299437522888184e-01 9.601321816444396973e-01
9.206260442733764648e-01 9.615713357925415039e-01 9.599670171737670898e-01
9.202960133552551270e-01 9.614123106002807617e-01 9.598016142845153809e-01
9.199654459953308105e-01 9.612529873847961426e-01 9.596357941627502441e-01
9.196342825889587402e-01 9.610934257507324219e-01 9.594697952270507812e-01
9.193025827407836914e-01 9.609335064888000488e-01 9.593033790588378906e-01
9.189702868461608887e-01 9.607732295989990234e-01 9.591367840766906738e-01
9.186374545097351074e-01 9.606127142906188965e-01 9.589698314666748047e-01
9.183040857315063477e-01 9.604518413543701172e-01 9.588025808334350586e-01
9.179701209068298340e-01 9.602906703948974609e-01 9.586350321769714355e-01
9.176356196403503418e-01 9.601292014122009277e-01 9.584672451019287109e-01
9.173005223274230957e-01 9.599674344062805176e-01 9.582991600036621094e-01
9.169648885726928711e-01 9.598053693771362305e-01 9.581307172775268555e-01
9.166287183761596680e-01 9.596429467201232910e-01 9.579619765281677246e-01
9.162919521331787109e-01 9.594802260398864746e-01 9.577929973602294922e-01
9.159546494483947754e-01 9.593172073364257812e-01 9.576236605644226074e-01
9.156167507171630859e-01 9.591538906097412109e-01 9.574540853500366211e-01
9.152783751487731934e-01 9.589902162551879883e-01 9.572842121124267578e-01
9.149394035339355469e-01 9.588263034820556641e-01 9.571140408515930176e-01
9.145998358726501465e-01 9.586620330810546875e-01 9.569435715675354004e-01
9.142597913742065430e-01 9.584974646568298340e-01 9.567728042602539062e-01
9.139191508293151855e-01 9.583325982093811035e-01 9.566017389297485352e-01
9.135779738426208496e-01 9.581674337387084961e-01 9.564304351806640625e-01
9.132362008094787598e-01 9.580019116401672363e-01 9.562587738037109375e-01
9.128938913345336914e-01 9.578360915184020996e-01 9.560868740081787109e-01
9.125511050224304199e-01 9.576699733734130859e-01 9.559146761894226074e-01
9.122076630592346191e-01 9.575035572052001953e-01 9.557421803474426270e-01
9.118637442588806152e-01 9.573367834091186523e-01 9.555693268775939941e-01
9.115192890167236328e-01 9.571697711944580078e-01 9.553962349891662598e-01
9.111742377281188965e-01 9.570024013519287109e-01 9.552228450775146484e-01
9.108287096023559570e-01 9.568347334861755371e-01 9.550492167472839355e-01
9.104825854301452637e-01 9.566667675971984863e-01 9.548752307891845703e-01
9.101359248161315918e-01 9.564985036849975586e-01 9.547010064125061035e-01
9.097887277603149414e-01 9.563298821449279785e-01 9.545264840126037598e-01
9.094409942626953125e-01 9.561610221862792969e-01 9.543516635894775391e-01
9.090927243232727051e-01 9.559918045997619629e-01 9.541765451431274414e-01
9.087438583374023438e-01 9.558222889900207520e-01 9.540011286735534668e-01
9.083945155143737793e-01 9.556524753570556641e-01 9.538254141807556152e-01
9.080446362495422363e-01 9.554823040962219238e-01 9.536494612693786621e-01
9.076941609382629395e-01 9.553118944168090820e-01 9.534732103347778320e-01
9.073432087898254395e-01 9.551411271095275879e-01 9.532966613769531250e-01
9.069916605949401855e-01 9.549700617790222168e-01 9.531198143959045410e-01
9.066396355628967285e-01 9.547986984252929688e-01 9.529427289962768555e-01
9.062870740890502930e-01 9.546270370483398438e-01 9.527652859687805176e-01
9.059339165687561035e-01 9.544550180435180664e-01 9.525876045227050781e-01
9.055802822113037109e-01 9.542827606201171875e-01 9.524096250534057617e-01
9.052261114120483398e-01 9.541101455688476562e-01 9.522313475608825684e-01
9.048714041709899902e-01 9.539372324943542480e-01 9.520528316497802734e-01
9.045161604881286621e-01 9.537640213966369629e-01 9.518740177154541016e-01
9.041603803634643555e-01 9.535905122756958008e-01 9.516949057579040527e-01
9.038040637969970703e-01 9.534167051315307617e-01 9.515154957771301270e-01
9.034472703933715820e-01 9.532425403594970703e-01 9.513357877731323242e-01
9.030898809432983398e-01 9.530680775642395020e-01 9.511558413505554199e-01
9.027320146560668945e-01 9.528933763504028320e-01 9.509755969047546387e-01
9.023735523223876953e-01 9.527183175086975098e-01 9.507950544357299805e-01
9.020146131515502930e-01 9.525429606437683105e-01 9.506142735481262207e-01
9.016551971435546875e-01 9.523672461509704590e-01 9.504331350326538086e-01
9.012951850891113281e-01 9.521912932395935059e-01 9.502517580986022949e-01
9.009346961975097656e-01 9.520149827003479004e-01 9.500700831413269043e-01
9.005736708641052246e-01 9.518383741378784180e-01 9.498881697654724121e-01
9.002121090888977051e-01 9.516615271568298340e-01 9.497059583663940430e-01
8.998500108718872070e-01 9.514843225479125977e-01 9.495234489440917969e-01
8.994874358177185059e-01 9.513068199157714844e-01 9.493406414985656738e-01
8.991243243217468262e-01 9.511290192604064941e-01 9.491575956344604492e-01
8.987606763839721680e-01 9.509508609771728516e-01 9.489742517471313477e-01
8.983965516090393066e-01 9.507724642753601074e-01 9.487906098365783691e-01
8.980318903923034668e-01 9.505937099456787109e-01 9.486067295074462891e-01
8.976666927337646484e-01 9.504146575927734375e-01 9.484225511550903320e-01
8.973010182380676270e-01 9.502353668212890625e-01 9.482380747795104980e-01
8.969348073005676270e-01 9.500557184219360352e-01 9.480533003807067871e-01
8.965681195259094238e-01 9.498757719993591309e-01 9.478682875633239746e-01
8.962008953094482422e-01 9.496955275535583496e-01 9.476830363273620605e-01
8.958331346511840820e-01 9.495149254798889160e-01 9.474974274635314941e-01
8.954648971557617188e-01 9.493340849876403809e-01 9.473115801811218262e-01
8.950961232185363770e-01 9.491529464721679688e-01 9.471254348754882812e-01
8.947268724441528320e-01 9.489714503288269043e-01 9.469390511512756348e-01
8.943570852279663086e-01 9.487897157669067383e-01 9.467523694038391113e-01
8.939867615699768066e-01 9.486076235771179199e-01 9.465653896331787109e-01
8.936159610748291016e-01 9.484252333641052246e-01 9.463781714439392090e-01
8.932446837425231934e-01 9.482425451278686523e-01 9.461907148361206055e-01
8.928729295730590820e-01 9.480595588684082031e-01 9.460029006004333496e-01
8.925005793571472168e-01 9.478762745857238770e-01 9.458148479461669922e-01
8.921277523040771484e-01 9.476926922798156738e-01 9.456264972686767578e-01
8.917544484138488770e-01 9.475088119506835938e-01 9.454379081726074219e-01
8.913806676864624023e-01 9.473246335983276367e-01 9.452489614486694336e-01
8.910063505172729492e-01 9.471401572227478027e-01 9.450598359107971191e-01
8.906314969062805176e-01 9.469553828239440918e-01 9.448704123497009277e-01
8.902562260627746582e-01 9.467702507972717285e-01 9.446806907653808594e-01
8.898804187774658203e-01 9.465848803520202637e-01 9.444906711578369141e-01
8.895040750503540039e-01 9.463991522789001465e-01 9.443004727363586426e-01
8.891273140907287598e-01 9.462131857872009277e-01 9.441099762916564941e-01
8.887500166893005371e-01 9.460268616676330566e-01 9.439191222190856934e-01
8.883721828460693359e-01 9.458402991294860840e-01 9.437280893325805664e-01
8.879939317703247070e-01 9.456533789634704590e-01 9.435367584228515625e-01
8.876151442527770996e-01 9.454662203788757324e-01 9.433451294898986816e-01
8.872358798980712891e-01 9.452787041664123535e-01 9.431532025337219238e-01
8.868560791015625000e-01 9.450909495353698730e-01 9.429610371589660645e-01
8.864758610725402832e-01 9.449028372764587402e-01 9.427686333656311035e-01
8.860951066017150879e-01 9.447144865989685059e-01 9.425759315490722656e-01
8.857138752937316895e-01 9.445257782936096191e-01 9.423829913139343262e-01
8.853321075439453125e-01 9.443367719650268555e-01 9.421897530555725098e-01
8.849499225616455078e-01 9.441475272178649902e-01 9.419962167739868164e-01
8.845672607421875000e-01 9.439579248428344727e-01 9.418024420738220215e-01
8.841840624809265137e-01 9.437680840492248535e-01 9.416084289550781250e-01
8.838003873825073242e-01 9.435778856277465820e-01 9.414141178131103516e-01
8.834162354469299316e-01 9.433874487876892090e-01 9.412195086479187012e-01
8.830316066741943359e-01 9.431966543197631836e-01 9.410246610641479492e-01
8.826465010643005371e-01 9.430056214332580566e-01 9.408295750617980957e-01
8.822609186172485352e-01 9.428142905235290527e-01 9.406341910362243652e-01
8.818748593330383301e-01 9.426226019859313965e-01 9.404385089874267578e-01
8.814882636070251465e-01 9.424306750297546387e-01 9.402425885200500488e-01
8.811012506484985352e-01 9.422384500503540039e-01 9.400463700294494629e-01
8.807137608528137207e-01 9.420459270477294922e-01 9.398499131202697754e-01
8.803257346153259277e-01 9.418531060218811035e-01 9.396532177925109863e-01
8.799372911453247070e-01 9.416599869728088379e-01 9.394562244415283203e-01
8.795483708381652832e-01 9.414665699005126953e-01 9.392589926719665527e-01
8.791589140892028809e-01 9.412728548049926758e-01 9.390614628791809082e-01
8.787690401077270508e-01 9.410789012908935547e-01 9.388636350631713867e-01
8.783786892890930176e-01 9.408845901489257812e-01 9.386655688285827637e-01
8.779878616333007812e-01 9.406899809837341309e-01 9.384673237800598145e-01
8.775965571403503418e-01 9.404951333999633789e-01 9.382687211036682129e-01
8.772047758102416992e-01 9.402999877929687500e-01 9.380698800086975098e-01
8.768125772476196289e-01 9.401045441627502441e-01 9.378707408905029297e-01
8.764198422431945801e-01 9.399087429046630859e-01 9.376713633537292480e-01
8.760266900062561035e-01 9.397127032279968262e-01 9.374717473983764648e-01
8.756330609321594238e-01 9.395163655281066895e-01 9.372718334197998047e-01
8.752388954162597656e-01 9.393197298049926758e-01 9.370716810226440430e-01
8.748443722724914551e-01 9.391228556632995605e-01 9.368712306022644043e-01
8.744493126869201660e-01 9.389256834983825684e-01 9.366705417633056641e-01
8.740538358688354492e-01 9.387281537055969238e-01 9.364695549011230469e-01
8.736578226089477539e-01 9.385303854942321777e-01 9.362683892250061035e-01
8.732614517211914062e-01 9.383323192596435547e-01 9.360668659210205078e-01
8.728645443916320801e-01 9.381340146064758301e-01 9.358651041984558105e-01
8.724672198295593262e-01 9.379353523254394531e-01 9.356631040573120117e-01
8.720694184303283691e-01 9.377364516258239746e-01 9.354608654975891113e-01
8.716711401939392090e-01 9.375372529029846191e-01 9.352583289146423340e-01
8.712724447250366211e-01 9.373377561569213867e-01 9.350555539131164551e-01
8.708732724189758301e-01 9.371379017829895020e-01 9.348524808883666992e-01
8.704736232757568359e-01 9.369378685951232910e-01 9.346491694450378418e-01
8.700735569000244141e-01 9.367375373840332031e-01 9.344456195831298828e-01
8.696730136871337891e-01 9.365368485450744629e-01 9.342417716979980469e-01
8.692719936370849609e-01 9.363359212875366211e-01 9.340376853942871094e-01
8.688706159591674805e-01 9.361346960067749023e-01 9.338333010673522949e-01
8.684687018394470215e-01 9.359332323074340820e-01 9.336287379264831543e-01
8.680663704872131348e-01 9.357314109802246094e-01 9.334238767623901367e-01
8.676635622978210449e-01 9.355293512344360352e-01 9.332187175750732422e-01
8.672603368759155273e-01 9.353269934654235840e-01 9.330133199691772461e-01
8.668566346168518066e-01 9.351243972778320312e-01 9.328076839447021484e-01
8.664525151252746582e-01 9.349215030670166016e-01 9.326018095016479492e-01
8.660479187965393066e-01 9.347183108329772949e-01 9.323956370353698730e-01
8.656429052352905273e-01 9.345147609710693359e-01 9.321891665458679199e-01
8.652374744415283203e-01 9.343110322952270508e-01 9.319825172424316406e-01
8.648315072059631348e-01 9.341069459915161133e-01 9.317755699157714844e-01
